AssessmentUnitID,WaterbodyName,Type,RiverBasin,County,Uses,Causes,Sources,Size,UnitType,DownstreamUpstreamLocations,YearListed,Priority,ReportYear,DraftTMDLDate,DateofData,SupportStatus,1996303(d)?
AL03160205-0306-500,Baker Branch,R,Mobile,Baldwin,Fish & Wildlife,Organic Enrichment/DO,Pasture grazing,6.15,miles,Polecat Creek /Its source,,L,2006,2001,2013,,
AL03160205-0307-102,Fish River,R,Mobile,Baldwin,SwimmingFish & Wildlife,Metals (Mercury),Unknown sourcePasture grazing,30.01,miles,Weeks Bay /Its source,,L,2006,1996,2013,,
AL03160205-0307-102,Fish River,R,Mobile,Baldwin,SwimmingFish & Wildlife,Pathogens,Unknown sourcePasture grazing,30.01,miles,Weeks Bay /Its source,,L,2006,1996,2013,,
AL03160205-0310-101,Bon Secour River,R,Mobile,Baldwin,Swimming  Fish & Wildlife,Metals (Mercury),Atmospheric Deposition,9.12,miles,Bon Secour Bay /One mile upstream from first bridge above its mouth,,L,2006,2005,2013,,
AL03160205-0310-102,Bon Secour River,R,Mobile,Baldwin,Swimming  Fish & Wildlife,Metals (Mercury),Atmospheric Deposition,4.38,miles,One mile upstream from first bridge above its mouth /Its source,,L,2006,2005,2013,,
AL03160205-0310-702,UT to Bon Secour River,R,Mobile,Baldwin,Fish & Wildlife,Pathogens,Urban runoff/storm sewers Pasture grazing,1.64,miles,Baldwin County Road 65 / Its source,,H,2006,1995,2008,,
AL03160205-0311-100,Oyster Bay,E,Mobile,Baldwin,Shellfish HarvestingFish & Wildlife,Pathogens,Unknown source,608.00,acres,Oyster Bay,,L,2006,2003-2005,2013,,
AL-Gulf-of-Mexico,Gulf of Mexico,E,Mobile,Baldwin Mobile,Shellfish Harvesting SwimmingFish & Wildlife,Metals (Mercury),Unknown source,128652.80,acres,Mississippi / Florida,,L,2006,1996-97,2013,,
AL03140103-0102-700,UT to Jackson Lake 2-S,R,Perdido-Escambia,Covington,Fish & Wildlife,Organic Enrichment/DO,Pasture grazingFeedlots,1.05,miles,W.F. Jackson Lake /Its source,,H,2006,1996-97,2007,,
AL03140103-0102-700,UT to Jackson Lake 2-S,R,Perdido-Escambia,Covington,Fish & Wildlife,Pathogens,Pasture grazingFeedlots,1.05,miles,W.F. Jackson Lake /Its source,,H,2006,1996-97,2007,,
AL03140103-0102-800,UT to Jackson Lake 3-C,R,Perdido-Escambia,Covington,Fish & Wildlife,Organic Enrichment/DO,Pasture grazingFeedlots,1.77,miles,W.F. Jackson Lake /Its source,,H,2006,1996-97,2007,,
AL03140103-0102-800,UT to Jackson Lake 3-C,R,Perdido-Escambia,Covington,Fish & Wildlife,Pathogens,Pasture grazingFeedlots,1.77,miles,W.F. Jackson Lake /Its source,,H,2006,1996-97,2007,,
AL03140103-0402-100,Yellow River,R,Perdido-Escambia,Covington,Fish & Wildlife,Metals (Mercury),Unknown source,14.87,miles,AL-FL state line /North Creek,,L,2006,2002,2011,,
AL03140104-0104-100,Blackwater River,R,Perdido-Escambia,Escambia,Fish & Wildlife,Metals (Mercury),Unknown source,2.78,miles,AL-FL state line /Blackwater Creek,,L,2006,2002,2011,,
AL03140106-0302-101,Brushy Creek,R,Perdido-Escambia,Escambia,Fish & Wildlife,Organic Enrichment/DO,Industrial MunicpalUrban runoff/storm sewers,0.22,miles,AL-FL state line / Boggy Branch,,H,2006,1999,2007,,
AL03140106-0302-101,Brushy Creek,R,Perdido-Escambia,Escambia,Fish & Wildlife,Metals (Lead),MunicipalIndustrial,0.22,miles,AL-FL state line /Boggy Branch,,L,2006,2004 2005,2007,,
AL03140106-0302-201,Boggy Branch,R,Perdido-Escambia,Escambia,Fish & Wildlife,Pathogens,MunicipalIndustrial,1.54,miles,Brushy Creek /Atmore WWTP,,L,2006,2004,2007,,
AL03140106-0302-201,Boggy Branch,R,Perdido-Escambia,Escambia,Fish & Wildlife,Metals (Lead),MunicipalIndustrial,1.54,miles,Brushy Creek /Atmore WWTP,,L,2006,2004,2007,,
AL03140106-0302-201,Boggy Branch,R,Perdido-Escambia,Escambia,Fish & Wildlife,Metals (Copper),MunicipalIndustrial,1.54,miles,Brushy Creek /Atmore WWTP,,L,2006,2004,2007,,
AL03140106-0302-202,Boggy Branch,R,Perdido-Escambia,Escambia,Fish & Wildlife,Organic Enrichment/DO,Industrial,0.22,miles,Atmore WWTP / Masland Carpets WWTP,,L,2006,1996 1997,2007,,
AL03140106-0302-202,Boggy Branch,R,Perdido-Escambia,Escambia,Fish & Wildlife,Metals (Zinc),Industrial,0.22,miles,Atmore WWTP / Masland Carpets WWTP,,L,2006,1996 1997,2007,,
AL03140106-0302-202,Boggy Branch,R,Perdido-Escambia,Escambia,Fish & Wildlife,Chlorides,Industrial,0.22,miles,Atmore WWTP / Masland Carpets WWTP,,L,2006,1996 1997,2007,,
AL03140106-0302-202,Boggy Branch,R,Perdido-Escambia,Escambia,Fish & Wildlife,Ammonia,MunicipalIndustrial,0.22,miles,Atmore WWTP /Masland Carpets WWTP,,L,2006,2004 2005,2007,,
AL03140106-0502-100,Styx River,R,Perdido-Escambia,Baldwin,SwimmingFish & Wildlife,Metals (Mercury),Unknown source,22.72,miles,Hollinger Creek /Its source,,M,2006,2002,2011,,
AL03140106-0506-100,Styx River,R,Perdido-Escambia,Baldwin,Fish & Wildlife,Metals (Mercury),Unknown source,18.52,miles,Perdido River /Hollinger Creek,,M,2006,2002,2011,,
AL03140106-0603-101,Blackwater River,R,Perdido-Escambia,Baldwin,Fish & Wildlife,Metals (Mercury),Unknown source,3.11,miles,Perdido River /Narrow Gap Creek,,L,2006,2002,2011,,
AL03140106-0703-100,Perdido River,R,Perdido-Escambia,Baldwin,Fish & Wildlife,Metals (Mercury),Atmospheric Deposition,21.93,miles,Perdido Bay /Jacks Branch,,L,2006,2005,2011,,
AL03140107-0103-100,Perdido Bay,E,Perdido-Escambia,Baldwin,Shellfish Harvesting SwimmingFish & Wildlife,Pathogens,Urban runoff/storm sewers Onsite wastewater systems,2694.40,acres,Lillian Bridge / Its source,,L,2006,2001 2002,2011,,
AL03140107-0205-100,Little Lagoon,E,Perdido-Escambia,Baldwin,Shellfish Harvesting SwimmingFish & Wildlife,Pathogens,Urban runoff/storm sewers,2534.40,acres,In its entirety,,L,2006,2000,2011,,
AL03140303-0302-101,Rocky Creek,R,Perdido-Escambia,Butler,Fish & Wildlife,Unknown Toxicity,Unknown source,9.23,miles,Persimmon Creek /County Road north of Chapman,,H,2006,19861990,2007,,
AL03140304-0106-100,Conecuh River,R,Perdido-Escambia,Escambia,Fish & Wildlife,Metals (Mercury),Unknown source,12.70,miles,AL-FL state line /Mantle Branch,,L,2006,2002,2011,,
AL03140304-0605-100,Little Escambia Creek,R,Perdido-Escambia,Escambia,Fish & Wildlife,Metals (Mercury),Unknown source,12.21,miles,AL-FL state line /Wild Fork Creek,,L,2006,2002,2011,,
AL03140305-0301-100,Big Escambia Creek,R,Perdido-Escambia,Escambia,Fish & Wildlife,Metals (Mercury),Unknown source,17.03,miles,AL-FL state line /Big Spring Creek,,L,2006,2002,2011,,
AL03150110-0201-700,Pepperell Branch,R,Tallapoosa,Lee,Fish & Wildlife,Nutrients,Industrial,6.67,miles,Sougahatchee Creek /Its source,,H,2006,1988,2006,,
AL03150110-0204-101,Sougahatchee Creek (Yates Reservoir Embayment),L,Tallapoosa,Tallapoosa,Public Water Supply SwimmingFish & Wildlife,Nutrients,Industrial MunicipalNon-irrigated crop production Pasture grazing,203.78,acres,Tallapoosa River / end of embayment,,H,2006,1994-97,2006,,
AL03150110-0204-101,Sougahatchee Creek (Yates Reservoir Embayment),L,Tallapoosa,Tallapoosa,Public Water Supply SwimmingFish & Wildlife,Organic Enrichment/DO,Industrial MunicipalNon-irrigated crop production Pasture grazing,203.78,acres,Tallapoosa River / end of embayment,,H,2006,1994-97,2006,,
AL03150110-0301-400,Moores Mill Creek,R,Tallapoosa,Lee,Swimming Fish & Wildlife,Siltation (habitat alteration),Land developmentUrban runoff/storm sewers,10.51,miles,Chewacla Creek / Its source,,L,2006,1998,2002,,
AL03150110-0504-101,Calebee Creek,R,Tallapoosa,Macon,Fish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining,10.26,miles,Tallapoosa River /Macon County Road 9,,H,2006,1996,2012,,
AL03150110-0703-100,Cubahatchee Creek,R,Tallapoosa,Macon,SwimmingFish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining,22.07,miles,Tallapoosa River /Coon Hop Creek,,H,2006,1996,2012,,
AL03150110-0702-102,Cubahatchee Creek,R,Tallapoosa,MaconBullock,SwimmingFish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining,22.37,miles,Coon Hop Creek /Its source,,H,2006,1996,2012,,
AL03150110-0702-102,Cubahatchee Creek,R,Tallapoosa,MaconBullock,SwimmingFish & Wildlife,Pathogens,Pasture Grazing,22.37,miles,Coon Hop Creek /Its source,,L,2006,2000,2012,,
AL03150110-0903-101,Line Creek,R,Tallapoosa,MaconMontgomery,Fish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining,10.29,miles,Tallapoosa River /Johnsons Creek,,M,2006,1996,2012,,
AL03150110-0903-102,Line Creek,R,Tallapoosa,MaconMontgomery,Fish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining,5.51,miles,Johnsons Creek /Panther Creek,,M,2006,1996,2012,,
AL06030001-0402-401,Warren Smith Creek,R,Tennessee,Jackson,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,1.96,miles,Dry Creek /Ross Branch,,H,2006,19861987,2010,,
AL06030002-0105-101,Guess Creek,R,Tennessee,Jackson,Fish & Wildlife,Unknown Toxicity,Unknown source Pasture grazing,11.08,miles,Paint Rock River / Bee Branch,,H,2006,1997,2010,,
AL06030002-0105-101,Guess Creek,R,Tennessee,Jackson,Fish & Wildlife,Organic Enrichment/DO,Unknown source Pasture grazing,11.08,miles,Paint Rock River / Bee Branch,,H,2006,1997,2010,,
AL06030002-0105-101,Guess Creek,R,Tennessee,Jackson,Fish & Wildlife,Pathogens,Unknown source Pasture grazing,11.08,miles,Paint Rock River / Bee Branch,,H,2006,1997,2010,,
AL06030002-0304-100,Mountain Fork,R,Tennessee,Madison,Fish & Wildlife,Pathogens,Pasture grazingOn-site wastewater systems,14.90,miles,Flint River / Its source,,H,2006,1994-951997,2006,,
AL06030002-0304-200,Hester Creek,R,Tennessee,Madison,Fish & Wildlife,Nutrients,Pasture grazing,7.27,miles,Mountain Fork /AL-TN state line,,M,2006,1994-95,2006,,
AL06030002-0304-200,Hester Creek,R,Tennessee,Madison,Fish & Wildlife,Pathogens,Pasture grazing,7.27,miles,Mountain Fork /AL-TN state line,,M,2006,1994-95,2006,,
AL06030002-0304-200,Hester Creek,R,Tennessee,Madison,Fish & Wildlife,Turbidity,Land developmentAgriculture,7.27,miles,Mountain Fork /AL-TN state line,,L,2006,1999-2004,2010,,
AL06030002-0306-100,Beaverdam Creek,R,Tennessee,Madison,Fish & Wildlife,Siltation (habitat alteration),Non-irrigated crop production Land development,22.14,miles,Brier Fork / Its source,,M,2006,1994-95,2010,,
AL06030002-0307-100,Brier Fork,R,Tennessee,Madison,Fish & Wildlife,Siltation (habitat alteration),Non-irrigated crop production Land development,21.89,miles,Flint River /AL-TN state line,,L,2006,1994-95,2010,,
AL06030002-0401-102,Flint River,R,Tennessee,Madison,Fish & Wildlife,Pathogens,Pasture grazing,15.32,miles,Alabama Highway 72 /Mountain Fork,,M,2006,1999,2006,,
AL06030002-0401-102,Flint River,R,Tennessee,Madison,Fish & Wildlife,Turbidity,Land developmentAgriculture,15.32,miles,Alabama Highway 72 /Mountain Fork,,L,2006,1999-2004,2010,,
AL06030002-0403-101,Hurricane Creek,R,Tennessee,Madison,Fish & Wildlife,Pathogens,Pasture grazing,7.31,miles,Flint River /Gurley Pike Road,,H,2006,1997,2006,,
AL06030002-0404-200,Goose Creek,R,Tennessee,Madison,Fish & Wildlife,Unknown Toxicity,Agriculture,8.89,miles,Flint River /Its source,,H,2006,1997,2010,,
AL06030002-0502-101,Huntsville Spring Branch,R,Tennessee,Madison,Fish & Wildlife,Pesticides (DDT),Contaminated sediments,11.08,miles,Indian Creek /Johnson Road (Huntsville Field),,L,2006,1993,N/A,,
AL06030002-0502-102,Huntsville Spring Branch,R,Tennessee,Madison,Fish & Wildlife,Metals (Mercury),Urban Runoff/Storm Sewers,1.98,miles,Johnson Road (Huntsville Field) /Broglan Branch,,L,2006,1994-95,2010,,
AL06030002-0502-102,Huntsville Spring Branch,R,Tennessee,Madison,Fish & Wildlife,Metals (Arsenic),Urban Runoff/Storm Sewers,1.98,miles,Johnson Road (Huntsville Field) /Broglan Branch,,L,2006,1994-95,2010,,
AL06030002-0505-101,Indian Creek,R,Tennessee,Madison,Fish & Wildlife,Pesticides (DDT),Contaminated sediments,7.69,miles,Tennessee River /Martin Road (Redstone Arsenal),,L,2006,1991-911993,N/A,,
AL06030002-0601-300,Hughes Creek,R,Tennessee,MorganMarshall,Fish & Wildlife,Siltation (habitat alteration),Agriculture,3.02,miles,Cotaco Creek /Its source,,M,2006,1995,2006,,
AL06030002-0601-700,Mill Pond Creek,R,Tennessee,Marshall,Fish & Wildlife,Siltation (habitat alteration),Agriculture,1.29,miles,Hog Jaw Creek /Its source,,H,2006,1994-95,2006,,
AL06030002-0602-102,West Fork Cotaco Creek,R,Tennessee,Morgan,Fish & Wildlife,Pathogens,Agriculture,8.12,miles,Alabama Highway 67 /Frost Creek,,M,2006,1997,2006,,
AL06030002-0602-102,West Fork Cotaco Creek,R,Tennessee,Morgan,Fish & Wildlife,Siltation (habitat alteration),Agriculture,8.12,miles,Alabama Highway 67 /Frost Creek,,M,2006,1997,2006,,
AL06030002-0602-200,Mud Creek,R,Tennessee,Morgan,Fish & Wildlife,Organic Enrichment/DO,Agriculture,3.42,miles,West Fork of Cotaco Creek /Its source,,L,2006,2004 2005,2010,,
AL06030002-0603-102,Cotaco Creek,R,Tennessee,Morgan,SwimmingFish & Wildlife,Pathogens,Agriculture,5.38,miles,Guyer Branch /West Fork of Cotaco Creek,,H,2006,1997,2006,,
AL06030002-0604-100,Town Creek,R,Tennessee,Morgan,Fish & Wildlife,Organic Enrichment/DO,Agriculture,8.66,miles,Cotaco Creek /Its source,,H,2006,1997,2006,,
AL06030002-0802-201,French Mill Creek,R,Tennessee,Limestone,Fish & Wildlife,Pathogens,Pasture grazing,5.21,miles,Piney Creek /UT in Pine Swamp,,H,2006,1997,2006,,
AL06030002-1002-300,Herrin Creek,R,Tennessee,Morgan,Fish & Wildlife,Ammonia,Pasture grazing,6.21,miles,Crowdabout Creek /Its source,,M,2006,1994-95,2010,,
AL06030002-1002-300,Herrin Creek,R,Tennessee,Morgan,Fish & Wildlife,Nutrients,Pasture grazing,6.21,miles,Crowdabout Creek /Its source,,M,2006,1994-95,2010,,
AL06030002-1008-200,Flat Creek,R,Tennessee,Lawrence,Fish & Wildlife,Ammonia,Pasture grazing,7.78,miles,West Flint Creek /Its source,,H,2006,1997,2010,,
AL06030002-1008-200,Flat Creek,R,Tennessee,Lawrence,Fish & Wildlife,Nutrients,Pasture grazing,7.78,miles,West Flint Creek /Its source,,H,2006,1997,2010,,
AL06030002-1204-103,Second Creek,R,Tennessee,Lauderdale,Fish & Wildlife,Pathogens,Pasture grazing,13.00,miles,Lauderdale County Road 76 /AL-TN state line,,H,2006,1997,2006,,
AL06030004-0102-100,Shoal Creek,R,Tennessee,Limestone,Fish & Wildlife,Pathogens,Pasture grazing,7.47,miles,Elk River /AL-TN state line,,H,2006,1997,2006,,
AL06030004-0104-102,Anderson Creek,R,Tennessee,Lauderdale,Fish & Wildlife,Siltation (habitat alteration),Pasture grazingNon-irrigated crop production,9.31,miles,Snake Road bridge / Its source,,M,2006,1994-95,2010,,
AL06030004-0105-101,Elk River,R,Tennessee,Limestone Lauderdale,Swimming Fish & Wildlife,pH,Pasture grazingNon-irrigated crop production,1569.21,acres,Wheeler Lake / Anderson Creek,,L,2006,1990-91,2007,,
AL06030004-0105-101,Elk River,R,Tennessee,Limestone Lauderdale,Swimming Fish & Wildlife,Nutrients,Pasture grazingNon-irrigated crop production,1569.21,acres,Wheeler Lake / Anderson Creek,,L,2006,1999-02,2007,,
AL06030005-0701-201,McKiernan Creek,R,Tennessee,Colbert,Public Water Supply SwimmingFish & Wildlife,Ammonia,Agriculture,2.71,miles,Tennessee River / Shegog Creek,,H,2006,1988,2010,,
AL06030005-0701-201,McKiernan Creek,R,Tennessee,Colbert,Public Water Supply SwimmingFish & Wildlife,Nutrients,Agriculture,2.71,miles,Tennessee River / Shegog Creek,,H,2006,1988,2010,,
AL06030005-0701-201,McKiernan Creek,R,Tennessee,Colbert,Public Water Supply SwimmingFish & Wildlife,Siltation (habitat alteration),Agriculture,2.71,miles,Tennessee River / Shegog Creek,,H,2006,1988,2010,,
AL06030005-0701-201,McKiernan Creek,R,Tennessee,Colbert,Public Water Supply SwimmingFish & Wildlife,Organic Enrichment/DO,Agriculture,2.71,miles,Tennessee River / Shegog Creek,,H,2006,1988,2010,,
AL06030005-0702-100,Pond Creek,R,Tennessee,Colbert,Agricultural & Industrial,Organic Enrichment/DO,Non-irrigated crop production Urban runoff/storm sewers Natural,12.43,miles,Tennessee River / Its source,,L,2006,1991,2010,,
AL06030005-0702-100,Pond Creek,R,Tennessee,Colbert,Agricultural & Industrial,Metals (Copernicium),Non-irrigated crop production Urban runoff/storm sewers Natural,12.43,miles,Tennessee River / Its source,,L,2006,1991,2010,,
AL06030005-0702-100,Pond Creek,R,Tennessee,Colbert,Agricultural & Industrial,Metals (Arsenic),Non-irrigated crop production Urban runoff/storm sewers Natural,12.43,miles,Tennessee River / Its source,,L,2006,1991,2010,,
AL06030005-0702-100,Pond Creek,R,Tennessee,Colbert,Agricultural & Industrial,Metals (Mercury),Non-irrigated crop production Urban runoff/storm sewers Natural,12.43,miles,Tennessee River / Its source,,L,2006,1991,2010,,
AL06030006-0101-700,Little Dice Branch,R,Tennessee,Franklin,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,3.83,miles,Bear Creek /Its source,,M,2006,1982,2010,,
AL06030006-0103-101,Bear Creek(Bear Creek Lake),R,Tennessee,Franklin,Public Water Supply SwimmingFish & Wildlife,Metals (Mercury),Unkown source,653.54,acres,Bear Creek Lake Dam / Alabama Highway 187,,L,2006,2005,2010,,
AL06030006-0103-103,Bear Creek,R,Tennessee,Marion,SwimmingFish & Wildlife,Metals (Aluminum),Surface mining-abandoned,3.00,miles,Mill Creek /Upper Bear Creek Dam,,H,2006,1992-96,2010,,
AL06030006-0201-102,Little Bear Creek(Little Bear Creek Lake),R,Tennessee,Franklin,Public Water Supply SwimmingFish & Wildlife,Nutrients,Unkown source,1560.00,acres,Little Bear Creek Dam / Scott Branch,,L,2006,1994-2005,2013,,
AL03160103-0204-202,Purgatory Creek,R,Upper Tombigbee,Marion,Fish & Wildlife,pH,Surface mining-abandoned,1.86,miles,Wickett Creek /US Highway 278,,H,2006,1988,2008,,
AL03160103-0204-203,Purgatory Creek,R,Upper Tombigbee,Marion,Public Water Supply Fish & Wildlife,pH,Surface mining-abandoned,1.28,miles,US Highway 278 / Its source,,H,2006,1988,2008,,
AL03160105-0101-200,East Branch LuxapallilaCreek,R,Upper Tombigbee,FayetteMarion,Public Water SupplyFish & Wildlife,Pathogens,Municipal,11.18,miles,Luxapallila Creek /Its source,,L,2006,2001,2013,,
AL03160106-0402-102,Tombigbee River (Aliceville Reservoir),R,Upper Tombigbee,Pickens,Swimming Fish & Wildlife,Organic Enrichment/DO,Dam constructionFlow regulation/modification,2291.85,acres,Beville Dam / AL-MS state line,,L,2006,1991,2006,,
AL03160106-0607-101,Factory Creek,R,Upper Tombigbee,Sumter,Fish & Wildlife,Organic Enrichment/DO,Agriculture,1.86,miles,Tombigbee River /End of embayment,,M,2006,2001,2012,,
AL03160106-0607-101,Factory Creek,R,Upper Tombigbee,Sumter,Fish & Wildlife,Nutrients,Agriculture,1.86,miles,Tombigbee River /End of embayment,,M,2006,2001,2012,,
AL03160107-0306-100,Sipsey River,R,Upper Tombigbee,PickensGreene,Fish & Wildlife,Metals (Iron),Surface mining,44.22,miles,Tombigbee River /Tuscaloosa County line,,M,2006,1991-93,2012,,
AL03160201-0903-101,Wahalak Creek,R,Lower Tombigbee,Choctaw,Fish & Wildlife,Pathogens,MunicipalUrban runoff/storm sewers,14.83,miles,Tombigbee River / Spear Creek,,L,2006,2001,2013,,
AL03160203-0601-100,Bassett Creek,R,Lower Tombigbee,Clarke,Fish & Wildlife,Pathogens,MunicipalUrban runoff,14.47,miles,Little Bassett Creek /Its source,,M,2006,2001-02,2012,,
AL03160203-1103-102,Tombigbee River,R,Lower Tombigbee,ClarkeWashington,Fish & Wildlife,Metals (Mercury),In place contaminants,3.75,miles,Upper end of Bilbo Island /Olin Basin,,L,2006,2001-02,2008,,
AL03160203-1103-700,Bilbo Creek,R,Lower Tombigbee,Washington,SwimmingFish & Wildlife,Organic Enrichment/DO,Unknown source,30.74,miles,Tombigbee River /Its source,,L,2006,2001-02,2012,,
AL03160203-1103-800,Olin Basin,L,Lower Tombigbee,Washington,Fish & Wildlife,Pesticides (DDT),Contaminated sediments,85.73,acres,All of Olin Basin,,L,2006,1993,N/A,,
AL03160203-1103-800,Olin Basin,L,Lower Tombigbee,Washington,Fish & Wildlife,Metals (Mercury),Contaminated sediments,85.73,acres,All of Olin Basin,,L,2006,1993,N/A,,
AL03150201-0104-302,Three Mile Branch,R,Alabama,Montgomery,Fish & Wildlife,Pesticides (Dieldrin),Unknown source,7.60,miles,Lower Wetumpka Rd /Its source,,M,2004,1999,2007,Non,No
AL03150201-0309-100,Catoma Creek,R,Alabama,Montgomery,Fish & Wildlife,Organic Enrichment/DO,Pasture grazingUrban runoff/storm sewers,23.20,miles,Alabama River /Ramer Creek,,M,2004,1990-911996-97,2002,Partial,Yes
AL03150201-0309-100,Catoma Creek,R,Alabama,Montgomery,Fish & Wildlife,Pathogens,Urban runoff/storm sewersAgriculture,23.20,miles,Alabama River /Ramer Creek,,M,2004,1999,2007,Partial,No
AL03150203-0703-101,Alabama River,R,Alabama,Wilcox,Public Water Supply,Organic Enrichment/DO,Dam constructionFlow regulation/modification,5.00,miles,Beaver Creek /Rockwest Creek,,L,2004,1991,2003,Partial,Yes
AL03150203-0805-102,Alabama River,R,Alabama,Wilcox,SwimmingFish & Wildlife,Organic Enrichment/DO,Industrial,7.60,miles,Bear Creek /Frisco Railroad Crossing,,L,2004,19911995-99,2003,Partial,Yes
AL03150203-0805-103,Alabama River,R,Alabama,Wilcox,Fish & Wildlife,Organic Enrichment/DO,Industrial,5.00,miles,Frisco Railroad Crossing /Pursley Creek,,L,2004,19911995-99,2003,Partial,Yes
AL03150203-0805-104,Alabama River,R,Alabama,Wilcox,Fish & Wildlife,Organic Enrichment/DO,Dam constructionFlow regulation/modification,8.70,miles,Pursley Creek /River Mile 131,,L,2004,1995-99,2003,Partial,No
AL03150203-0805-105,Alabama River,R,Alabama,Wilcox,Public Water Supply,Organic Enrichment/DO,Dam constructionFlow regulation/modification,1.50,miles,River Mile 131 /Beaver Creek,,L,2004,1995-99,2003,Partial,No
AL03160109-0105-101,Brindley Creek,R,Black Warrior,Cullman,Public Water Supply,Ammonia,AgrilcultureUrban runoff/storm sewers,7.10,miles,Broglen River /State Highway 69,,H,2004,1996,2004,Non,No
AL03160109-0105-101,Brindley Creek,R,Black Warrior,Cullman,Public Water Supply,Nutrients,AgrilcultureUrban runoff/storm sewers,7.10,miles,Broglen River /State Highway 69,,H,2004,1996,2004,Non,No
AL03160109-0105-102,Brindley Creek,R,Black Warrior,Cullman,Public Water Supply,Ammonia,AgricultureUrban runoff/storm sewers,9.90,miles,State Highway 69 /Its source,,H,2004,1996,2004,Non,No
AL03160109-0105-102,Brindley Creek,R,Black Warrior,Cullman,Public Water Supply,Nutrients,AgricultureUrban runoff/storm sewers,9.90,miles,State Highway 69 /Its source,,H,2004,1996,2004,Non,No
AL03160109-0105-102,Brindley Creek,R,Black Warrior,Cullman,Public Water Supply,Pathogens,Agriculture,9.90,miles,State Highway 69 /Its source,,H,2004,1996,2003,Non,No
AL03160109-0102-101,Mulberry Fork,R,Black Warrior,BlountCullman,Fish & Wildlife,Siltation (habitat alteration),Agriculture,18.40,miles,Broglen River /Blount County Road 6,,H,2004,1974-83,2009,Non,No
AL03160109-0201-102,Mud Creek,R,Black Warrior,Cullman,Fish & Wildlife,Organic Enrichment/DO,Urban runoff/storm sewers,4.70,miles,Alabama Highway 31 /Its source,,H,2004,1996,2009,Non,No
AL03160109-0204-101,Mulberry Fork,R,Black Warrior,Blount Cullman,Fish & Wildlife,Nutrients,Agriculture IndustrialMunicipal,2.50,miles,Marriott Creek / Mill Creek,,H,2004,1972-8319881996,2009,Non,No
AL03160109-0204-102,Mulberry Fork,R,Black Warrior,Blount Cullman,Fish & Wildlife,Nutrients,Agriculture IndustrialMunicipal,17.30,miles,Mill Creek / Broglen River,,H,2004,1972-8319881996,2009,Non,No
AL03160109-0204-102,Mulberry Fork,R,Black Warrior,Blount Cullman,Fish & Wildlife,Siltation (habitat alteration),Agriculture IndustrialMunicipal,17.30,miles,Mill Creek / Broglen River,,H,2004,1972-8319881996,2009,Non,No
AL03160109-0404-101,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Metals,MunicipalSurface mining-abandoned,7.10,miles,Lost Creek /Dixie Springs Road,,M,2004,19881993,2009,Partial,No
AL03160109-0404-101,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Nutrients,MunicipalSurface mining-abandoned,7.10,miles,Lost Creek /Dixie Springs Road,,M,2004,19881993,2009,Partial,No
AL03160109-0404-101,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,pH,MunicipalSurface mining-abandoned,7.10,miles,Lost Creek /Dixie Springs Road,,M,2004,19881993,2009,Partial,No
AL03160109-0404-101,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Organic Enrichment/DO,MunicipalSurface mining-abandoned,7.10,miles,Lost Creek /Dixie Springs Road,,M,2004,19881993,2009,Partial,No
AL03160109-0404-101,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Siltation,MunicipalSurface mining-abandoned,7.10,miles,Lost Creek /Dixie Springs Road,,M,2004,19881993,2009,Partial,No
AL03160109-0404-102,Cane Creek (Oakman),R,Black Warrior,Walker,Limited Warmwater Fishery,Metals,MunicipalSurface mining-abandoned,3.50,miles,Dixie Springs Road / Alabama Highway 69,,M,2004,19881993,2009,Partial,No
AL03160109-0404-102,Cane Creek (Oakman),R,Black Warrior,Walker,Limited Warmwater Fishery,Nutrients,MunicipalSurface mining-abandoned,3.50,miles,Dixie Springs Road / Alabama Highway 69,,M,2004,19881993,2009,Partial,No
AL03160109-0404-102,Cane Creek (Oakman),R,Black Warrior,Walker,Limited Warmwater Fishery,pH,MunicipalSurface mining-abandoned,3.50,miles,Dixie Springs Road / Alabama Highway 69,,M,2004,19881993,2009,Partial,No
AL03160109-0404-102,Cane Creek (Oakman),R,Black Warrior,Walker,Limited Warmwater Fishery,Organic Enrichment/DO,MunicipalSurface mining-abandoned,3.50,miles,Dixie Springs Road / Alabama Highway 69,,M,2004,19881993,2009,Partial,No
AL03160109-0404-102,Cane Creek (Oakman),R,Black Warrior,Walker,Limited Warmwater Fishery,Siltation,MunicipalSurface mining-abandoned,3.50,miles,Dixie Springs Road / Alabama Highway 69,,M,2004,19881993,2009,Partial,No
